pid,param1,param2,param3,param4
10089699730811,规格,显存,是否支持显卡交火,支持显卡交火
10089699730811,规格,核心,芯片制程,7纳米
10089699730811,规格,核心,流处理单元,2560
10089699730811,规格,核心,核心频率,2408-2633MHz
100034402576,包装,包装,包装清单,显卡*1 质保卡*1
100034402576,规格,特性,显卡长度,17.2cm
100034402576,规格,特性,系列,盈通 萌宠
100034402576,规格,特性,产品尺寸,长172mm；宽101mm；高41mm
100034402576,规格,特性,建议电源,500W以上
100034402576,规格,规格,电源接口,6pin x 1
100034402576,规格,规格,风扇调速,支持调速
100034402576,规格,显存,是否支持显卡交火,不支持显卡交火
100034402576,规格,核心,流处理单元,1024
100034402576,规格,核心,芯片制程,6纳米
100034402576,规格,核心,核心频率,2610-2815MHz
10090627683823,包装,包装,包装清单,暂无
69006574873,包装,包装,包装清单,暂无
69006574873,规格,规格,电源接口,其他
69006574873,规格,特性,系列,英伟达 (NVIDIA) 公版卡
69006574873,规格,特性,建议电源,450W以上
69006574873,规格,核心,核心品牌,NVIDIA
69006574873,规格,核心,核心频率,其他
10097222442600,包装,包装,包装清单,暂无
10097222442600,规格,规格,电源接口,8pinx2
10097222442600,规格,特性,建议电源,750W以上
10097222442600,规格,特性,系列,雷索 天神
10097222442600,规格,特性,显卡长度,27.6cm
10097222442600,规格,核心,核心频率,1500/1770MHz
10096347696964,包装,包装,包装清单,暂无
10096347696964,规格,规格,电源接口,16pin x 1
10096347696964,规格,特性,建议电源,850W以上
10096347696964,规格,特性,系列,索泰 PGF
10096347696964,规格,特性,产品尺寸,长309mm；宽139.2mm；高72.5mm
10096347696964,规格,特性,显卡长度,30.9cm
10096347696964,规格,核心,核心频率,2250-2655MHz
10096347696964,规格,核心,流处理单元,10240
10066381590980,包装,包装,包装清单,显卡 1张 无线 无其他
10066381590980,规格,规格,电源接口,8pin x 1
10066381590980,规格,特性,系列,华硕 TUF GAMING (电竞特工)
10066381590980,规格,特性,建议电源,550W以上
10066381590980,规格,核心,核心品牌,NVIDIA
10066381590980,规格,核心,核心频率,其他
10071981740528,包装,包装,包装清单,暂无
10071981740528,规格,特性,建议电源,1000W以上
10071981740528,规格,特性,系列,七彩虹 火神 (Vulcan)
10071981740528,规格,特性,显卡长度,34.85cm
10071981740528,规格,核心,核心频率,2520MHz
10071981740528,规格,显存,是否支持显卡交火,不支持显卡交火
10071981740528,规格,规格,电源接口,16pin x 1
10096409873026,包装,包装,包装清单,显卡*1
10096409873026,规格,规格,风扇调速,支持调速
10096409873026,规格,规格,电源接口,8pin x 1
10096409873026,规格,显存,是否支持显卡交火,不支持显卡交火
10096409873026,规格,特性,建议电源,500W以上
10096409873026,规格,特性,系列,技嘉 猎鹰 (EAGLE)
10096409873026,规格,特性,显卡长度,21cm
100063724995,包装,包装,包装清单,显卡*1
100063724995,规格,规格,电源接口,8pin x 1
100063724995,规格,特性,系列,华硕 TX天选
100063724995,规格,特性,建议电源,650W以上
100063724995,规格,特性,显卡长度,31.7cm
100063724995,规格,特性,产品尺寸,长317mm；宽136mm；高54mm
100063724995,规格,核心,核心频率,其他
10099399059181,包装,包装,包装清单,暂无
10099399059181,规格,规格,电源接口,8pin+6pin
10099399059181,规格,特性,建议电源,650W以上
10099399059181,规格,特性,系列,雷索 战神
10099399059181,规格,特性,显卡长度,32cm
10099399059181,规格,核心,芯片制程,7纳米
10099399059181,规格,核心,流处理单元,2560
10099399059181,规格,核心,核心频率,其他
100062775975,包装,包装,包装清单,显卡*1
100062775975,规格,规格,电源接口,8pin x 1
100062775975,规格,特性,显卡长度,28.1cm
100062775975,规格,特性,系列,技嘉 雪鹰 (VISION)
100062775975,规格,特性,产品尺寸,长281mm；宽117mm；高50mm
100062775975,规格,特性,建议电源,500W以上
100062775975,规格,核心,核心频率,其他
10072194695575,包装,包装,包装清单,显卡*1 （金属大师+星曜系列自带显卡支架*1）
10072194695575,规格,规格,风扇调速,支持调速
10072194695575,规格,规格,电源接口,8pin x 1
10072194695575,规格,特性,建议电源,650W以上
10072194695575,规格,特性,系列,影驰 金属大师
10072194695575,规格,特性,产品尺寸,长315mm；宽124mm；高48mm
10072194695575,规格,特性,显卡长度,31.5cm
10072194695575,规格,核心,芯片制程,4纳米
10072194695575,规格,核心,核心频率,其他
100058595055,包装,包装,包装清单,显卡 x1 说明书 x1
100058595055,规格,规格,电源接口,其他
100058595055,规格,特性,系列,七彩虹 Ultra
100058595055,规格,特性,显卡长度,32.5cm
100058595055,规格,特性,建议电源,650W以上
100058595055,规格,核心,核心频率,其他
100025332615,包装,包装,包装清单,显卡
100025332615,规格,规格,电源接口,其他
100025332615,规格,特性,显卡长度,18.3cm
100025332615,规格,特性,建议电源,300W以上
100025332615,规格,特性,系列,七彩虹 战斧
100025332615,规格,核心,核心频率,其他
10099267090738,包装,包装,包装清单,暂无
10099267090738,规格,规格,电源接口,8pin x 1
10099267090738,规格,特性,建议电源,500W以上
10099267090738,规格,特性,显卡长度,19.3cm
10099267090738,规格,特性,系列,蓝宝石 白金
10099267090738,规格,核心,核心频率,其他
